t,pose_err,wrench_resid,wrench_resid_norm,lam_geo,lam_unsafe,lam_bar,lam_hat,weyl,eps_L
0.39,0.09725743291951774,0.00021711457818568295,0.0002513335199312125,0.5827308024304969,0.029999999999999954,0.589345138111712,0.5827308025670347,0.49649470927424466,0.09285042883746727
0.42,0.10351747349067074,0.00023110280178336833,0.00025132264445458524,0.5828713387612526,0.030000000000000016,0.5898986447641388,0.5828713389394186,0.49103750804507007,0.09886113671906872
0.44999999999999996,0.10952618817689136,0.00024453254048667624,0.00025131101057572665,0.5830299158716923,0.02999999999999952,0.5904515259868511,0.5830299160993954,0.48581141498389646,0.1046401110029547
0.48,0.11527168377011139,0.0002573772932307151,0.0002512986230462359,0.5832072771624194,0.029999999999999756,0.5910037796040538,0.5832072774481624,0.4808273899919695,0.11017638961208433
0.51,0.12074301110602348,0.0002696126449980215,0.0002512854863947029,0.5834040984835611,0.030000000000000054,0.5915554034454473,0.5834040988363703,0.4760955907920098,0.11545981265343751
0.54,0.125930178215618,0.0002812162960742014,0.0002512716049483917,0.5836209872591462,0.02999999999999961,0.5921063953461525,0.5836209876884921,0.47162536773112573,0.1204810276150268
0.57,0.13082416055552715,0.00029216808491220654,0.0002512569828550341,0.5838584818273125,0.029999999999999666,0.5926567531466329,0.5838584823430222,0.4674252603608762,0.12523149278575668
0.6,0.13541690834202033,0.00030245000465465286,0.0002512416241016315,0.5841170509970283,0.02999999999999992,0.5932064746926266,0.5841170516091889,0.46350299568440456,0.12970347900822202
0.63,0.139701351021273,0.00031204621339145936,0.0002512255325370113,0.5843970938211528,0.030000000000000047,0.5937555578350587,0.5843970945400093,0.45986548796680077,0.13389006986825797
0.6599999999999999,0.14367139891614522,0.00032094303822889744,0.000251208711889542,0.5846989395848184,0.02999999999999993,0.5943040004299652,0.5846989404206654,0.4565188400117549,0.13778516041821032
0.69,0.14732194209705213,0.0003291289732827878,0.000251191165789324,0.5850228480072712,0.029999999999999763,0.5948518003384115,0.5850228489703442,0.453468345814871,0.14138345452354045
0.72,0.15064884653155153,0.00033659467170671554,0.00025117289778959,0.5853690096544999,0.029999999999999936,0.5953989554264003,0.5853690107548628,0.4507184945119002,0.1446804609145001
0.75,0.15364894757409198,0.00034333293188849813,0.00025115391138880074,0.5857375465591438,0.02999999999999981,0.5959454635647918,0.5857375478065805,0.4482729755481288,0.14767248801666305
0.78,0.15632004086384296,0.00034933867796318384,0.00025113421005549413,0.5861285130434242,0.029999999999999923,0.5964913226292097,0.5861285144473225,0.4461346850033475,0.15035663762586213
0.8099999999999999,0.15866087070468218,0.00035460893479801316,0.0002511137972534356,0.586541896740015,0.029999999999999805,0.5970365304999486,0.586541898309271,0.44430573301506693,0.15273079748488175
0.84,0.16067111600729464,0.0003591427976264412,0.0002510926764713168,0.5869776198051314,0.029999999999999853,0.5975810850618798,0.5869776215480379,0.44278745225068544,0.15479363281119435
0.87,0.16235137387884468,0.00036294139651257167,0.0002510708512556259,0.5874355403172874,0.029999999999999975,0.5981249842043591,0.5874355422414419,0.441580407387213,0.15654457681714612
0.8999999999999999,0.16370314095083618,0.0003660078558381451,0.0002510483252454123,0.5879154538546064,0.030000000000000082,0.5986682258211191,0.5879154559668243,0.4406844055647648,0.15798382025635432
0.9299999999999999,0.16472879254062098,0.0003683472490257031,0.0002510251022153754,0.5884170952428883,0.03000000000000013,0.5992108078101738,0.5884170975491148,0.4400985077871794,0.15911230002299437
0.96,0.16543155974645676,0.00036996654870255605,0.00025100118612090806,0.5889401404660133,0.029999999999999735,0.5997527280737094,0.5889401429712571,0.43982104124985044,0.15993168682385892
0.99,0.1658155045801137,0.0003708745725423993,0.0002509765811550275,0.5894842087297799,0.029999999999999825,0.6002939845179821,0.5894842114380509,0.439849612580951,0.16044437193703107
1.02,0.16588549324477442,0.0003710819250051527,0.0002509512918105863,0.5900488646697042,0.029999999999999676,0.6008345750532014,0.5900488675839538,0.4401811219878129,0.1606534530653885
1.05,0.16564716766931098,0.00037060093522009983,0.00025092532295326953,0.5906336206928422,0.02999999999999992,0.6013744975934241,0.5906336238149319,0.4408117783050025,0.1605627192884216
1.08,0.16510691541303513,0.0003694455912609535,0.0002508986799090974,0.591237939443355,0.029999999999999645,0.601913750056435,0.5912379427740176,0.441737114944747,0.16017663511168798
1.1099999999999999,0.16427183805762055,0.0003676314710604545,0.00025087136856608,0.5918612363810543,0.030000000000000027,0.6024523303636306,0.5918612399198809,0.4429520067536987,0.15950032360993183
1.14,0.1631497182051822,0.0003651756702219922,0.0002508433954934951,0.5925028824619727,0.029999999999999933,0.6029902364398946,0.5925028862074003,0.44445068778253083,0.15853954865736375
1.17,0.1617489852033852,0.0003620967269914687,0.0002508147680839986,0.5931622069096495,0.029999999999999777,0.603527466213479,0.5931622108589669,0.44622676997653243,0.15730069623694656
1.2,0.16007867972000736,0.0003584145446507985,0.0002507854947210196,0.5938385000656807,0.029999999999999957,0.6040640176158697,0.5938385042150431,0.44827326279619273,0.15579075481967697
1.23,0.1581484172906213,0.00035415031160730524,0.00025075558498193504,0.5945310163078981,0.029999999999999916,0.6045998885816677,0.5945310206523514,0.4505825937767411,0.1540172948049266
1.26,0.1559683509639001,0.00034932641943441256,0.0002507250498744234,0.5952389770244724,0.02999999999999975,0.6051350770484368,0.5952389815579883,0.45314663003465305,0.15198844701378375
1.29,0.15354913316969368,0.0003439663791510866,0.00025069390212635015,0.5959615736321857,0.029999999999999704,0.6056695809565912,0.5959615783477076,0.45595670072744954,0.14971288022914164
1.3199999999999998,0.15090187693526666,0.00033809473599557416,0.00025066215652893236,0.5966979706271638,0.029999999999999714,0.6062033982492334,0.5966979755166594,0.4590036204703468,0.14719977777888657
1.3499999999999999,0.1480381165751484,0.00033173698297524196,0.00025062983035394233,0.5974473086564098,0.029999999999999777,0.6067365268720241,0.5974473137109347,0.4622777137100149,0.14445881316200918
1.38,0.14496976797984426,0.000324919473455531,0.00025059694385604574,0.5982087075986603,0.029999999999999822,0.6072689647730322,0.5982087128084247,0.46576884005120367,0.1415001247218285
1.41,0.14170908862828635,0.00031766933306557124,0.0002505635208870384,0.5989812696432365,0.029999999999999992,0.6078007099025818,0.5989812749976811,0.46946642052703264,0.1383342893755492
1.44,0.13826863744836898,0.00031001437117288166,0.0002505295896362364,0.5997640823558407,0.029999999999999916,0.6083317602131025,0.5997640878437176,0.4733594647977313,0.13497229541537123
1.47,0.1346612346493693,0.0003019829922165906,0.0002504951835480839,0.600556221720539,0.030000000000000006,0.6088621136589675,0.6005562273299992,0.4774365992558952,0.1314255144030723
1.5,0.1308999216494527,0.00029360410713661717,0.00025046034243843154,0.6013567551475323,0.029999999999999714,0.6093917681963379,0.6013567608662093,0.48168609600883106,0.1277056721875068
1.53,0.12699792122104334,0.00028490704518306014,0.00025042511388113085,0.6021647444366838,0.029999999999999867,0.6099207217829902,0.6021647502517888,0.48609590270014746,0.1238248190828427
1.56,0.12296859797668422,0.0002759214663541004,0.0002503895549256425,0.6029792486872657,0.030000000000000082,0.6104489723781564,0.6029792545856766,0.4906536731234903,0.11979529925466617
1.5899999999999999,0.11882541931827012,0.00026667727472237196,0.0002503537342373566,0.6037993271448168,0.029999999999999624,0.610976517942343,0.6037993331131718,0.49534679857101305,0.11562971937132992
1.6199999999999999,0.1145819169735661,0.0002572045329148059,0.00025031773478603097,0.6046240419765634,0.029999999999999825,0.6115033564371571,0.6046240480013548,0.5001624398476219,0.11134091658953522
1.65,0.11025164924597254,0.00024753337799839515,0.00025028165723426125,0.6054524609673916,0.029999999999999992,0.6120294858251256,0.6054524670350515,0.5050875598689532,0.10694192595617244
1.68,0.10584816410707262,0.00023769393904211702,0.0002502456242439202,0.6062836601289188,0.030000000000000106,0.6125549040695102,0.6062836662259138,0.5101089567458277,0.10244594732368255
1.71,0.10138496326727203,0.00022771625662146294,0.00025020978598237363,0.607116726214875,0.030000000000000006,0.6130796091341153,0.607116732327788,0.5152132972399125,0.09786631189420278
1.74,0.09687546736869672,0.00021763020454820258,0.000250174327217038,0.6079507591365529,0.029999999999999562,0.6136035989830925,0.6079507652521645,0.5203871504530535,0.09321644853003896
1.77,0.09233298245778916,0.00020746541412553637,0.0002501394765310512,0.6087848742727759,0.02999999999999995,0.6141268715807483,0.6087848803781408,0.5256170215845198,0.08850984999622845
1.7999999999999998,0.08777066791463325,0.00019725120125618198,0.00025010551839894864,0.6096182046694559,0.029999999999999867,0.6146494248913308,0.609618210751978,0.5308893855527888,0.08376003933854209
1.8299999999999998,0.08320150604461943,0.00018701649677172182,0.0002500728091586575,0.6104499031244724,0.02999999999999997,0.615171256878831,0.6104499091719688,0.536190720227069,0.07898053665176201
1.8599999999999999,0.0786382735799077,0.00017678978041874512,0.00025004179836005537,0.6112791441542332,0.03000000000000007,0.61569236550676,0.6112791501549975,0.5415075389399373,0.07418482656682272
1.89,0.07409351539921329,0.00016659901901888244,0.00025001305760751245,0.6121051258389458,0.029999999999999888,0.6162127487379363,0.6121051317818013,0.5468264218438148,0.0693863268941215
1.92,0.0695795208643016,0.0001564716094746007,0.00024998732002003273,0.6129270715442361,0.02999999999999973,0.6167324045342626,0.6129270774185848,0.5521340455078266,0.064598359026436
1.95,0.06510830330484084,0.00014643432748075928,0.00024996553492072403,0.6137442315173883,0.029999999999999923,0.6172513308564942,0.6137442373132521,0.5574172098901928,0.0598341209663014
1.98,0.06069158338314498,0.00013651328313112735,0.0002499489447590212,0.6145558843570593,0.030000000000000013,0.6177695256640019,0.6145558900651178,0.5626628613967936,0.05510666426720838
2.01,0.05634077737438694,0.0001267338850746579,0.0002499391950326741,0.615361338355925,0.030000000000000054,0.6182869869145404,0.6153613439675427,0.56785811002491,0.05042887688963039
2.04,0.05206699186782306,0.00011712081563501742,0.0002499384941753174,0.6161599327162326,0.029999999999999874,0.6188037125639951,0.616159938223481,0.5729902373573953,0.045813475206599834
2.07,0.04788102713494791,0.00010769802048612252,0.0002499498507054303,0.6169510386387863,0.029999999999999902,0.6193197005661345,0.6169510440344625,0.5780466899525737,0.04127301061356083
2.1,0.04379339260162649,9.848871840852461e-05,0.00024997743271382226,0.6177340602863728,0.029999999999999784,0.619834948872349,0.6177340655640058,0.5830150485114252,0.03681990036092386
2.13,0.03981433982371196,8.951543985939675e-05,0.0002500271262210157,0.6185084356230801,0.029999999999999683,0.6203494554313935,0.6185084407769376,0.587882955017009,0.03246650041438451
2.16,0.03595392168589084,8.08001085928284e-05,0.00025010742647366564,0.6192736371314199,0.02999999999999991,0.6208632181891117,0.619273642156506,0.5926379630427098,0.028225255146401902
2.19,0.03222209232789272,7.236419029870995e-05,0.00025023090535816343,0.6200291724095083,0.02999999999999993,0.6213762350881596,0.620029177301558,0.5972672388139477,0.02410899627421189
2.2199999999999998,0.028628872712001326,6.422895009510437e-05,0.00025041671365597134,0.6207745846509507,0.029999999999999846,0.6218885040677298,0.6207745894064151,0.6017569508990218,0.02013155316870791
2.25,0.02518462615579817,5.6415894860863125e-05,0.0002506950224079427,0.6215094530103528,0.02999999999999997,0.6224000230632512,0.6215094576263858,0.6060909524847935,0.016309070578457693
2.28,0.021900525756157658,4.8947544786028515e-05,0.00025111527642936117,0.622233392857691,0.0299999999999999,0.6229107900061034,0.6222333973321287,0.6102476822449694,0.012663107761133992
2.31,0.01878937143376466,4.184882274589116e-05,0.0002517623596886145,0.6229460559249863,0.029999999999999936,0.6234208028233033,0.6229460602563218,0.6141919931336719,0.009228809689631336
2.34,0.015867073076254883,3.514967218053039e-05,0.00025279019893322674,0.6236471303489377,0.030000000000000054,0.6239300594371991,0.6236471345362946,0.617850528183172,0.006079531254027133
2.37,0.013155457956520815,2.889027800635832e-05,0.00025449629778263595,0.6243363406133401,0.02999999999999977,0.6244385577651502,0.6243363446564437,0.6210326484837246,0.0034059092814256045
2.4,0.010687789069658095,2.3132177705527327e-05,0.00025749752523425076,0.6250134473952481,0.029999999999999784,0.6249462957192017,0.6250134512943923,0.6217835055795091,0.0031627901396925765
2.4299999999999997,0.008519723985792163,1.7983417423253315e-05,0.0002631532648469689,0.6256782473189282,0.02999999999999997,0.6254532712057485,0.6256782510749427,0.6202619372284754,0.005191333977272996
2.46,0.0067491210609898844,1.3656407934361806e-05,0.00027437902717736273,0.6263305726217482,0.030000000000000072,0.6259594821251931,0.6263305762359587,0.6184754681004455,0.007484014024747647
2.4899999999999998,0.005535798635929158,1.0574809594878302e-05,0.00029435853616028646,0.6269702907361412,0.029999999999999714,0.6264649263715976,0.6269702942103381,0.6166876174575746,0.009777308914022939
2.52,0.005051937058954816,0.00011834700117247829,0.0039040451942819717,0.6275973015209221,0.029999999999999902,0.6269696018323191,0.6275973048573067,0.6150127549782824,0.011956846854036668
2.55,0.005290337060611812,1.0113175578681871e-05,0.0002940657088392393,0.6282115435560196,0.029999999999999808,0.627473506387647,0.6282115467572098,0.6134980627265327,0.013975443661114247
2.58,0.00600162154763204,1.2079187556036922e-05,0.0002759769579657248,0.6288129865792931,0.030000000000000013,0.6279766379104204,0.6288129896482455,0.6121658933924147,0.01581074451800571
2.61,0.006912471522300571,1.4455801839691712e-05,0.0002654262329677904,0.6294016330957445,0.03000000000000006,0.6284789942656458,0.6294016360357287,0.6110283452236817,0.01745064904196411
2.6399999999999997,0.007851137339197662,1.682442913396483e-05,0.00025966566020946025,0.6299775176023251,0.029999999999999742,0.6289805733101002,0.6299775204168878,0.610092591224594,0.018887982085506107
2.67,0.008727363923539184,1.899518249294085e-05,0.0002563193050642571,0.630540705753468,0.02999999999999973,0.6294813728919226,0.6305407084463982,0.6093630516604547,0.020118321231467937
2.6999999999999997,0.009494743318985146,2.0879426114228657e-05,0.00025422585219862727,0.6310912934712457,0.02999999999999999,0.6299813908501986,0.6310912960465396,0.6088423770152893,0.02113901383490922
2.73,0.010129018953150947,2.2433742156426094e-05,0.00025283014605146373,0.6316294060039342,0.029999999999999964,0.6304806250145406,0.6316294084657643,0.6085319340134083,0.021948691001132326
2.76,0.010617597395845996,2.3636793680227384e-05,0.0002518528119848621,0.6321551969366942,0.03000000000000006,0.6309790732046379,0.6321551992893768,0.6084320646552026,0.022547008549435272
2.79,0.010954532572253218,2.4479274286077572e-05,0.00025114587404499646,0.632668847157956,0.029999999999999777,0.6314767332298186,0.6326688494059203,0.6085422332811022,0.0229344999487163
2.82,0.01113807114616824,2.4959270538457667e-05,0.00025062916914139034,0.6331705637849911,0.029999999999999707,0.6319736028885922,0.6331705659327578,0.6088611143006684,0.02311248858792384
2.85,0.011169453696270232,2.5080065311733202e-05,0.00025026154026039295,0.6336605790521,0.02999999999999973,0.6324696799681658,0.6336605811042471,0.6093866458574734,0.023083034110692437
2.88,0.011052399446648653,2.4849186669327923e-05,0.00025002830020679336,0.6341391491646534,0.029999999999999916,0.6329649622439794,0.6341391511257971,0.6101160615845562,0.022848900659423188
2.9099999999999997,0.010793041363640616,4.576282560411669e-05,0.0004711158065974037,0.6346065531039847,0.029999999999999645,0.6334594474791911,0.6346065549787673,0.6110459063736665,0.02241354110552465
2.94,0.010400259332999444,2.3383373664962853e-05,0.0002500252222458737,0.6350630914774159,0.02999999999999986,0.6339531334241874,0.6350630932704615,0.6121720326662592,0.021781100757928117
2.9699999999999998,0.009886501020854536,2.218664747012442e-05,0.0002503653010933999,0.635509085234241,0.029999999999999947,0.6344460178160501,0.6355090869501588,0.6134895805180663,0.020956437297983774
3.0,0.00926933255306174,2.0718578423593603e-05,0.00025110029180918264,0.6359448744325629,0.029999999999999638,0.6349380983780303,0.6359448760759266,0.6149929255547405,0.019945172823289798
3.03,0.008574188099379322,1.9023061157771187e-05,0.00025249740884360954,0.6363708169690603,0.029999999999999916,0.6354293728189934,0.6363708185443936,0.6166755792817605,0.01875379353723282
3.06,0.007839102966062545,1.7166600249387864e-05,0.00025506467318186973,0.6367872872926271,0.029999999999999895,0.6359198388328654,0.6367872888043921,0.6185300058469493,0.017389832985916173
3.09,0.007122336606154122,1.5255718619298664e-05,0.00025976716909617597,0.6371946751046541,0.029999999999999888,0.63640949409805,0.6371946765572436,0.6205472856704074,0.015862208427642584
3.12,0.0065123602891248465,1.3467871582018602e-05,0.00026829383494155227,0.6375933840486847,0.029999999999999825,0.6368983362768393,0.6375933854464105,0.6227164826904851,0.014181853586354301
3.15,0.006132711370783209,1.209323041796768e-05,0.00028253390600370886,0.6379838303921129,0.03000000000000004,0.6373863630148094,0.6379838317392016,0.6250234033641122,0.01236295965069724
3.1799999999999997,0.0061203498018663595,1.1536128586947865e-05,0.00030005840560559476,0.6383664417026098,0.029999999999999975,0.6378735719401943,0.6383664430031962,0.6274480263370067,0.01042554560318763
3.21,0.00656462124776298,3.733561702019545e-05,0.0009478958812168017,0.6387416548660304,0.02999999999999968,0.63835996066325,0.6387416561241538,0.6299588560922201,0.008401104571029787
3.2399999999999998,0.007459278514339266,1.3994207689064406e-05,0.00030217050953563346,0.639109916742914,0.030000000000000082,0.6388455267755959,0.6391099179625188,0.6324997786257569,0.0063457481498389815
3.27,0.008728725179541347,1.6826316562629555e-05,0.0002907471518026502,0.6394716808482328,0.029999999999999902,0.6393302678495456,0.6394716820331673,0.6349602070058371,0.004370060843708543
3.3,0.010285286576096831,2.0370114244890156e-05,0.00028107818689052783,0.6398274067024554,0.02999999999999982,0.6398141814374111,0.6398274078564655,0.6370164735977935,0.002797707839617668
3.33,0.012058570126452565,2.4420560127960822e-05,0.0002741279487481397,0.640177558520762,0.030000000000000082,0.6402972650708003,0.6401775596474956,0.6357396302245598,0.004557634846240497
3.36,0.013998437108636482,2.8845837167582936e-05,0.00026924866079353635,0.6405226039126116,0.029999999999999798,0.6407795162598808,0.6405226050156191,0.6340025008319597,0.006777015427921132
3.3899999999999997,0.01606971145752531,3.3560896421883206e-05,0.0002657630759658693,0.6408630125942237,0.029999999999999853,0.6412609324926397,0.6408630136769583,0.6319295382939035,0.009331394198736222
3.42,0.0182469203978278,3.8507643830742127e-05,0.0002632024722816941,0.6411992551165386,0.029999999999999943,0.6417415112341124,0.6411992561823617,0.6296345146681109,0.012106996566001492
3.4499999999999997,0.020510680014557237,4.364341335213639e-05,0.00026126662590116864,0.6415318016112469,0.02999999999999988,0.6422212499255923,0.6415318026634244,0.6271863383179793,0.015034911607612968
3.48,0.02284544817482593,4.893460286147723e-05,0.00025976397820124737,0.6418611205573921,0.029999999999999645,0.6427001459838274,0.6418611215991042,0.6246252461244609,0.018074899859366476
3.51,0.025238161393441594,5.435314107000283e-05,0.00025857002286248205,0.6421876775711434,0.02999999999999986,0.6431781968001817,0.6421876786054788,0.6219770055651559,0.021201191235025885
3.54,0.02767740523960002,5.9874479282063245e-05,0.0002576017803282857,0.6425119342211888,0.03000000000000013,0.6436553997397862,0.6425119352511531,0.6192601667785199,0.024395232961266375
3.57,0.030152902690471238,6.547641831420017e-05,0.0002568024908011343,0.6428343468722854,0.030000000000000176,0.6441317521406605,0.6428343479007995,0.6164895015663567,0.027642250574303754
3.5999999999999996,0.03265519360660358,7.11384058810256e-05,0.00025613235407759397,0.6431553655593824,0.030000000000000034,0.644607251312808,0.6431553665892876,0.6136776720468173,0.030929579265990676
3.63,0.035175431082575294,7.684110727400251e-05,0.000255562815622852,0.6434754328947455,0.02999999999999978,0.6450818945372951,0.6434754339288036,0.6108360767477785,0.034245817789516624
3.6599999999999997,0.037705250709439725,8.256613958785393e-05,0.00025507295780195457,0.6437949830104265,0.029999999999999926,0.6455556790652933,0.6437949840513193,0.6079752983852456,0.037580380680047716
3.69,0.04023668623933071,8.829590650594624e-05,0.00025464716594971457,0.644114440538367,0.029999999999999957,0.6460286021171052,0.6441144415887001,0.6051053489963308,0.04092325312077443
3.7199999999999998,0.04276211533177054,9.401349640229665e-05,0.0002542735840047347,0.6444342196303746,0.029999999999999957,0.6465006608811581,0.644434220692675,0.6022358069708298,0.04426485391032829
3.75,0.04527422511748041,9.970262110261853e-05,0.0002539430703725463,0.6447547230200917,0.029999999999999857,0.6469718525129735,0.6447547240968107,0.5993758939357788,0.04759595857719467
3.78,0.047765990987879245,0.00010534758115812575,0.00025364847774559843,0.6450763411290313,0.029999999999999857,0.647442174134099,0.6450763422225405,0.5965345169592434,0.05090765717485559
3.81,0.050230664291157065,0.00011093324857869637,0.0002533841471158084,0.6453994512185998,0.029999999999999798,0.6479116228310215,0.645399452331194,0.5937202901765808,0.054191332654440726
3.84,0.05266176605086101,0.00011644506110072168,0.0002531455461791325,0.645724416589975,0.029999999999999784,0.6483801956540465,0.6457244177238691,0.5909415439504682,0.05743865170357828
3.8699999999999997,0.055053084746683856,0.00012186902403102745,0.00025292900684853654,0.646051585833533,0.029999999999999777,0.6488478896161332,0.6460515869908592,0.5882063263908569,0.06064156322527627
3.9,0.05739867680285152,0.0001271917169721228,0.0002527315319424269,0.6463812921294187,0.030000000000000006,0.6493147016917262,0.6463812933122245,0.5855224001950472,0.063792301496679
3.9299999999999997,0.05969286883375041,0.00013240030356190962,0.0002525506509106213,0.6467138526007027,0.029999999999999954,0.6497806288155167,0.6467138538109526,0.5828972366732784,0.06688339214223823
3.96,0.06193026097076941,0.00013748254291078596,0.0002523843108197854,0.6470495677204414,0.03000000000000001,0.6502456678811989,0.6470495689600054,0.5803380081643099,0.06990765971688895
3.9899999999999998,0.06410573078347466,0.00014242680180380458,0.0002522307930456559,0.6473887207737381,0.029999999999999884,0.6507098157401789,0.6473887220443956,0.5778515796352609,0.07285823610491804
4.02,0.06621443744073188,0.0001472220669826074,0.00025208864892063124,0.6477315773758341,0.029999999999999978,0.6511730692002389,0.6477315786792689,0.5754444999992545,0.07572856920098436
4.05,0.06825182585155119,0.00015185795702120917,0.00025195664954388,0.6480783850470083,0.030000000000000103,0.651635425024186,0.6480783863848019,0.573122993514841,0.0785124315093451
4.08,0.07021363059334687,0.0001563247334266545,0.0002518337462677641,0.6484293728449125,0.029999999999999936,0.6520968799284332,0.648429374218545,0.5708929515184787,0.08120392840995454
4.109999999999999,0.072095879484979,0.00016061331070009455,0.00025171903932577784,0.6487847510548226,0.029999999999999936,0.6525574305815629,0.648784752465666,0.5687599246651147,0.08379750591644819
4.14,0.07389489669885588,0.0001647152651596742,0.00025161175272157593,0.6491447109380397,0.02999999999999991,0.6530170736028398,0.6491447123873552,0.5667291157991622,0.08628795780367757
4.17,0.07560730533407635,0.00016862284238235018,0.0002515112139793396,0.6495094245385461,0.029999999999999704,0.6534758055606762,0.6495094260274794,0.5648053735412256,0.08867043201945059
4.2,0.07723002939380419,0.00017232896315900995,0.0002514168376958192,0.6498790445477916,0.029999999999999985,0.6539336229710673,0.6498790460773699,0.5629931866495695,0.09094043632149774
4.2299999999999995,0.07070293186728192,0.00015784679011909115,0.0002513197356932395,0.6502524522231555,0.029999999999999874,0.6539336229710673,0.6502524537861687,0.571245175843459,0.08268844712760823
4.26,0.06410421954773177,0.0001432020080973394,0.0002512066369775899,0.6506285433199863,0.029999999999999666,0.6539336229710673,0.6506285449072794,0.5795787417051342,0.074354881265933
4.29,0.057455133884619994,0.0001284403829845787,0.00025107417046763063,0.6510062310204129,0.029999999999999964,0.6539336229710673,0.651006232622338,0.5879695920458625,0.06596403092520481
4.32,0.05077746695300565,0.00011360839526467846,0.00025091814426474526,0.6513844487054468,0.029999999999999846,0.6539336229710673,0.6513844503122942,0.5963932392055018,0.05754038376556553
4.35,0.04409406698864251,9.875397735474773e-05,0.00025073372606704676,0.6517621525654563,0.029999999999999836,0.6539336229710673,0.6517621541676503,0.6048247525548217,0.049108870416245606
4.38,0.03742992223733907,8.392812911504808e-05,0.0002505167601976227,0.6521383240452109,0.030000000000000027,0.6539336229710673,0.6521383256334491,0.61323814564203,0.040695477329037194
4.41,0.030814656215363445,6.918867092351466e-05,0.00025026952254495003,0.6525119721208158,0.030000000000000037,0.6539336229710673,0.6525119736861693,0.6216047764622209,0.03232884650884639
4.4399999999999995,0.02428897337297306,5.460997449557203e-05,0.00025002530123364476,0.652882135406834,0.02999999999999959,0.6539336229710673,0.6528821369408437,0.6298885635625104,0.024045059408556783
4.47,0.01792442721351539,4.031293520996966e-05,0.0002499686031871102,0.6532478840930135,0.029999999999999964,0.6539336229710673,0.6532478855877785,0.6380278759188724,0.015905747052194823
4.5,0.011901706496860825,2.6585803161830263e-05,0.0002512160183901425,0.6536083217109854,0.029999999999999777,0.6539336229710673,0.6536083231592312,0.6458333797826649,0.00810024318840245
4.53,0.006948582327507535,1.462947315800655e-05,0.00026377044184792276,0.6539625867322156,0.03,0.6539336229710673,0.6539625881273589,0.6509625100120197,0.0029711129590475685
4.56,0.006131303635776955,1.1380265641107045e-05,0.000307257626076509,0.6543098539994184,0.029999999999999763,0.6539336229710673,0.654309855335612,0.6445042980274797,0.009429324943587577
4.59,0.010258679784662288,2.0791942960268796e-05,0.0002738959907048786,0.6546493359944079,0.029999999999999978,0.6539336229710673,0.6546493372665885,0.6370684165804388,0.0168652063906285
4.62,0.015691035660229367,3.3137653271966224e-05,0.00026303040048181224,0.65498028394619,0.030000000000000075,0.6539336229710673,0.6549802851500981,0.6296051833476822,0.024328439623385056
4.6499999999999995,0.02132798770215324,4.5822024924792044e-05,0.0002590959487540976,0.6553019887836777,0.030000000000000006,0.6539336229710673,0.6553019899158768,0.6222738957257854,0.031659727245281835
4.68,0.02692835263424294,5.8370971936734436e-05,0.00025717556440129437,0.655613781938108,0.02999999999999983,0.6539336229710673,0.6556137829959932,0.6151269653955509,0.038806657575516414
