N,decision_vars,lmi_dim,stage1_s,stage2_s,rounding_s,total_s
12,72,11,0.00820509999175556,0.028878799988888204,0.0004950000147800893,0.03757889999542385
24,144,23,0.00782729999627918,0.25962510000681505,0.000458099995739758,0.267910499998834
48,288,47,0.009959599992725998,2.9162552999914624,0.00126680001267232,2.9274816999968607
96,576,95,0.012850900006014854,97.69347599998582,0.005642500007525086,97.71196939999936
