N,seed,n_vars,psd_cone_dim,n_support_rows,stage1_ms,stage1_ok,hard_ms,hard_ok,wise_stage2_ms,wise_stage2_ok,gamma_closed_ms,gamma_closed_ok,gamma_sdp_ms,gamma_sdp_ok
12,3,72,11,10,979.715200024657,True,36.88790003070608,True,26.620500022545457,True,12.474400049541146,True,13.718999980483204,True
12,5,72,11,10,5.666400014888495,True,16.847699997015297,True,25.7086000056006,True,1.4073000056669116,True,13.742099981755018,True
12,7,72,11,10,5.7091000489890575,True,12.729400012176484,True,21.235499996691942,True,1.3828999944962561,True,13.326200016308576,True
12,11,72,11,10,6.1592000420205295,True,15.036099997814745,True,27.56949997274205,True,1.2550000101327896,True,13.166799966711551,True
12,13,72,11,10,7.00949999736622,True,16.189099987968802,True,23.556499974802136,True,1.7615999677218497,True,17.984499980229884,True
