method,seed,V_over_Vstar,aggregate_error_inf,value_error,gamma_fiber_integer,lambda2_bar,lambda2_nominal,margin_vs_sigma_req,wrench_certified,min_lambda2_geo,min_transfer_margin,min_loewner_eig,max_tube_violation,alpha_certified,alpha_at_lambda2_bar,alpha_fitted,info_norm_ratio,mission_info_norm_max,pose_rmse1,pose_rmse2,peak_wrench_residual,peak_wrench_residual_quiet,mission_completed,wrench_rmse1,wrench_rmse2,max_sync_err,terminal_sync_err,terminal_pose_err,settling_time,control_effort,t_complete1,t_complete2,success,drag_multiplier,t_dist
HARD,21,1.0,0.0,0.0,0.06241521753691304,0.3364609100182326,0.25563860722427023,0.036460910018232595,True,0.37549864986776627,0.03903773984953368,0.03230505608118978,0.0,0.039672219213314874,0.06817126544240526,0.11054701257273258,0.00040760957768153544,0.3830640232221664,0.010131562319377263,0.011193489042309816,0.8053586595794591,0.2500679569783975,True,1.4435602088721285e-08,0.05533584588712428,0.04846330448659858,0.0,0.021761623685622053,0.006718692093315326,126.06359588544031,59.4,59.0,True,2.3506838531261884,23.223281307906692
WISE,21,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.4355727745476056,0.03669664699246017,0.03606003313422264,0.0,0.039672219213314874,0.11605356149303792,0.1583038650090557,1.3012312135752192e-05,0.33986231628240776,0.01005981893811101,0.011104411503648397,0.7728290883467663,0.25006795188393127,True,1.4410928218239774e-08,0.053661674162845986,0.049039299855616614,0.0,0.021814264360819863,0.006718692093315326,125.4095750288787,59.6,59.35,True,2.3506838531261884,23.223281307906692
SCALAR,21,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.4355727745476056,0.03669664699246017,0.03606003313422264,0.0,0.039672219213314874,0.11605356149303792,0.1583038650090557,1.3012312135752192e-05,0.33986231628240776,0.01005981893811101,0.011104411503648397,0.7728290883467663,0.25006795188393127,True,1.4410928218239774e-08,0.053661674162845986,0.049039299855616614,0.0,0.021814264360819863,0.006718692093315326,125.4095750288787,59.6,59.35,True,2.3506838531261884,23.223281307906692
RANDOM-FIBER,21,1.0,0.0,0.0,0.3988761275551457,-7.954423143705765e-17,4.645476757589288e-16,-0.30000000000000004,True,-4.4408660048661477e-16,-3.6454236904955713e-16,-3.6007186949504097e-16,0.0,-0.20710678118654763,-0.20710678118654763,-0.20710678118651576,376277.7197077442,40347.90606265999,0.006071366810320768,0.021518795700342184,4.429743080071664,0.25006798843548644,False,5.551948371232003e-09,0.3963294907695046,0.719265470336721,0.719265470336721,0.03203217374133804,nan,126.32254023641079,nan,47.2,False,2.3506838531261884,23.223281307906692
PROD,22,1.0,0.0,0.0,0.3988761275551454,2.2422879115109017e-16,4.645476757589288e-16,-0.29999999999999977,True,-6.540089479689564e-16,-8.782377391200465e-16,-4.137315490204685e-16,0.0,-0.20710678118654735,-0.20710678118654735,-0.20710678118651582,528451.672889122,37877.667205081416,0.00606732239459292,0.019699433804060057,3.043330471225634,0.05944161039404536,False,1.8380414044928046e-08,0.2504100672710997,0.7364718624786937,0.7364718624786937,0.03198013145811176,nan,129.6859208214521,nan,47.6,False,2.8368445512152145,20.91758620021862
HARD,22,1.0,0.0,0.0,0.06241521753691304,0.3364609100182326,0.25563860722427023,0.036460910018232595,True,0.37552582779337396,0.03906491777514137,0.03233159346030199,0.0,0.039672219213314874,0.06817126544240526,0.11018119243175177,0.000400828227435368,0.5370053731648315,0.010113749253593889,0.009174674237607197,1.109825519916653,6.542156486545733e-08,True,1.4115417014914354e-08,0.07591048915108639,0.07050694455803536,0.0,0.02165698699414189,4.332413799781378,127.12871105102687,59.2,58.800000000000004,True,2.8368445512152145,20.91758620021862
WISE,22,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.4356114977720426,0.036735370216897156,0.035348153715256944,0.0,0.039672219213314874,0.11605356149303792,0.1580481991741942,1.2844975137440355e-05,0.4732180181068775,0.01003029737808082,0.009092929706751572,1.1484759156044042,6.331374638988562e-08,True,1.4091539334650025e-08,0.0775160657454087,0.06977428155595211,0.0,0.021748690031081704,4.482413799781376,126.16197075841065,59.4,59.15,True,2.8368445512152145,20.91758620021862
SCALAR,22,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.4356114977720426,0.036735370216897156,0.035348153715256944,0.0,0.039672219213314874,0.11605356149303792,0.1580481991741942,1.2844975137440355e-05,0.4732180181068775,0.01003029737808082,0.009092929706751572,1.1484759156044042,6.331374638988562e-08,True,1.4091539334650025e-08,0.0775160657454087,0.06977428155595211,0.0,0.021748690031081704,4.482413799781376,126.16197075841065,59.4,59.15,True,2.8368445512152145,20.91758620021862
RANDOM-FIBER,22,1.0,0.0,0.0,0.3988761275551457,-7.954423143705765e-17,4.645476757589288e-16,-0.30000000000000004,True,-4.3012704235544064e-16,-3.50582810918383e-16,-3.713339609188226e-16,0.0,-0.20710678118654763,-0.20710678118654763,-0.2071067811865157,376293.4124658055,15787.524441424348,0.006072542912107736,0.019450716649714934,2.480794204658388,0.06337216773527643,False,7.601795163815176e-09,0.19648205394446505,0.6196612990455979,0.6196612990455979,0.03198012795001514,nan,130.88708568754737,nan,47.75,False,2.8368445512152145,20.91758620021862
PROD,23,1.0,0.0,0.0,0.3988761275551454,2.2422879115109017e-16,4.645476757589288e-16,-0.29999999999999977,True,-6.397799970519764e-16,-8.640087882030666e-16,-4.450920968596117e-16,0.0,-0.20710678118654735,-0.20710678118654735,-0.20710678118651585,528451.6728891223,71007.18509287828,0.0034058307961299223,0.021971977894379584,4.522836835996721,0.060051900449279105,False,1.619243413483037e-08,0.40882199899319616,0.7977565041052402,0.7977565041052402,0.03234580080738608,nan,133.71311876883624,nan,47.550000000000004,False,2.6570967179150244,21.263772827900045
HARD,23,1.0,0.0,0.0,0.06241521753691304,0.3364609100182326,0.25563860722427023,0.036460910018232595,True,0.37217036563449835,0.03570945561626576,0.02762137956208356,0.0,0.039672219213314874,0.06817126544240526,0.11052341053643418,0.0004099188237581952,0.5077626377739971,0.009353115884307355,0.011888047017221891,1.2808349896481803,6.617342999786158e-08,True,1.6292626365687263e-08,0.08325863272996531,0.06390202494645258,0.0,0.02239339946088742,3.6862271720999615,139.2765659013963,59.45,59.1,True,2.6570967179150244,21.263772827900045
WISE,23,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.43537434776296646,0.03649822020782101,0.03584529331926707,0.0,0.039672219213314874,0.11605356149303792,0.15848861265819106,1.2890570520527812e-05,0.44892178741593275,0.009223598801435856,0.011796849758030465,1.2291525778968408,6.427616760065664e-08,True,1.6254107177587027e-08,0.07996013222979563,0.06458501562161362,0.0,0.02235650808897043,3.9362271720999615,138.25977789606935,59.7,59.5,True,2.6570967179150244,21.263772827900045
SCALAR,23,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.43537434776296646,0.03649822020782101,0.03584529331926707,0.0,0.039672219213314874,0.11605356149303792,0.15848861265819106,1.2890570520527812e-05,0.44892178741593275,0.009223598801435856,0.011796849758030465,1.2291525778968408,6.427616760065664e-08,True,1.6254107177587027e-08,0.07996013222979563,0.06458501562161362,0.0,0.02235650808897043,3.9362271720999615,138.25977789606935,59.7,59.5,True,2.6570967179150244,21.263772827900045
RANDOM-FIBER,23,1.0,0.0,0.0,0.3988761275551457,-7.954423143705765e-17,4.645476757589288e-16,-0.30000000000000004,True,-4.428479297974311e-16,-3.6330369836037345e-16,-3.3904094587443763e-16,0.0,-0.20710678118654763,-0.20710678118654763,-0.2071067811865157,376281.98858068703,51592.74059853439,0.0034082423161658545,0.022413128129108506,5.189292013587855,0.05338349372753377,False,5.94926869415675e-09,0.48425951651653026,0.7296167509279201,0.7296167509279201,0.032345804636547404,nan,134.83468123352154,nan,47.300000000000004,False,2.6570967179150244,21.263772827900045
PROD,24,1.0,0.0,0.0,0.3988761275551454,2.2422879115109017e-16,4.645476757589288e-16,-0.29999999999999977,True,-6.613426928801143e-16,-8.855714840312045e-16,-4.440892100492765e-16,0.0,-0.20710678118654735,-0.20710678118654735,-0.20710678118651585,528451.6728891223,35264.07957627458,0.006067154809230005,0.018711100751525923,1.3462832827807947,2.924328084599672e-07,False,2.656260037681447e-08,0.12464758214007281,0.7331672201384614,0.7331672201384614,0.029797000297947723,nan,108.83763070319492,nan,45.85,False,2.562847608474063,20.491774712701492
HARD,24,1.0,0.0,0.0,0.06241521753691304,0.3364609100182326,0.25563860722427023,0.036460910018232595,True,0.3757282904525505,0.03926738043431793,0.03256285527901363,0.0,0.039672219213314874,0.06817126544240526,0.10869492172878091,0.0004143655790653369,0.24837732487058534,0.010397901873236012,0.008661580702506477,0.09260122420896102,4.944574153310915e-08,True,1.3978086425360374e-08,0.028168600283401013,0.034484723109613036,0.0,0.01993203634574942,0.008225287298508022,110.04165044195452,57.800000000000004,57.550000000000004,True,2.562847608474063,20.491774712701492
WISE,24,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.4357430365801558,0.03686690902501033,0.03621581165238712,0.0,0.039672219213314874,0.11605356149303792,0.15592668025305045,1.352563809843428e-05,0.22120135538938937,0.010366289693597973,0.008624644471977623,0.09083547463374615,4.870769268396382e-08,True,1.3967933399459864e-08,0.0283893643283135,0.033928964422148655,0.0,0.019917151273100613,0.008225287298508022,109.75674509038542,57.85,57.75,True,2.562847608474063,20.491774712701492
SCALAR,24,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.4357430365801558,0.03686690902501033,0.03621581165238712,0.0,0.039672219213314874,0.11605356149303792,0.15592668025305045,1.352563809843428e-05,0.22120135538938937,0.010366289693597973,0.008624644471977623,0.09083547463374615,4.870769268396382e-08,True,1.3967933399459864e-08,0.0283893643283135,0.033928964422148655,0.0,0.019917151273100613,0.008225287298508022,109.75674509038542,57.85,57.75,True,2.562847608474063,20.491774712701492
RANDOM-FIBER,24,1.0,0.0,0.0,0.3988761275551457,-7.954423143705765e-17,4.645476757589288e-16,-0.30000000000000004,True,-5.307704243840814e-16,-4.512261929470237e-16,-4.495104107709656e-16,0.0,-0.20710678118654763,-0.20710678118654763,-0.2071067811865157,376271.947169104,12755.579344709882,0.006073139062904973,0.018567831568348774,0.9342603227841066,8.017714494677135e-08,False,7.745633729290675e-09,0.09676693425478675,0.6031836519599505,0.6031836519599505,0.029797001471573565,nan,109.80849925380636,nan,46.050000000000004,False,2.562847608474063,20.491774712701492
PROD,25,1.0,0.0,0.0,0.3988761275551454,2.2422879115109017e-16,4.645476757589288e-16,-0.29999999999999977,True,-6.429415383151723e-16,-8.671703294662625e-16,-3.94134594752793e-16,0.0,-0.20710678118654735,-0.20710678118654735,-0.20710678118651585,528451.6728891222,78377.13036765173,0.004098533135100806,0.021432009886841068,3.423239324880349,0.042652417341048465,False,1.241644174941345e-08,0.2959411608670896,0.8109845786508666,0.8109845786508666,0.030665623603401727,nan,118.73577390119712,nan,46.800000000000004,False,2.828529150250233,20.228132906743216
HARD,25,1.0,0.0,0.0,0.06241521753691304,0.3364609100182326,0.25563860722427023,0.036460910018232595,True,0.37564777132691474,0.03918686130868215,0.03247713500141718,0.0,0.039672219213314874,0.06817126544240526,0.11047139739276599,0.0004066264037563645,0.42600675870661064,0.009017846365002956,0.01239894199008634,0.8710062427433214,0.042652417341048465,True,1.3959289345351428e-08,0.05977021919293859,0.052661674010676174,0.0,0.02047512035323767,1.9718670932567903,119.39259272723002,59.35,59.050000000000004,True,2.828529150250233,20.228132906743216
WISE,25,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.4356624279354825,0.036786300380337034,0.03613876478950439,0.0,0.039672219213314874,0.11605356149303792,0.15834008976184596,1.2867184204330265e-05,0.3750203148552629,0.00891741780578696,0.012341060271551683,0.8054602122394977,0.042652417341048465,True,1.3929911368228035e-08,0.056535586640075464,0.053542983140981826,0.0,0.020551852514132257,2.2718670932567875,118.75308517908314,59.550000000000004,59.4,True,2.828529150250233,20.228132906743216
SCALAR,25,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.4356624279354825,0.036786300380337034,0.03613876478950439,0.0,0.039672219213314874,0.11605356149303792,0.15834008976184596,1.2867184204330265e-05,0.3750203148552629,0.00891741780578696,0.012341060271551683,0.8054602122394977,0.042652417341048465,True,1.3929911368228035e-08,0.056535586640075464,0.053542983140981826,0.0,0.020551852514132257,2.2718670932567875,118.75308517908314,59.550000000000004,59.4,True,2.828529150250233,20.228132906743216
RANDOM-FIBER,25,1.0,0.0,0.0,0.3988761275551457,-7.954423143705765e-17,4.645476757589288e-16,-0.30000000000000004,True,-4.810480708107339e-16,-4.0150383937367626e-16,-3.0413479817560833e-16,0.0,-0.20710678118654763,-0.20710678118654763,-0.2071067811865157,376275.4605394143,60113.38247541556,0.004102108262943634,0.02178431329028732,4.104057877996481,0.042652417341048465,False,4.845123210853986e-09,0.3673670587102263,0.7492527941842284,0.7492527941842284,0.030665621200076286,nan,118.93621349590065,nan,46.550000000000004,False,2.828529150250233,20.228132906743216
PROD,26,1.0,0.0,0.0,0.3988761275551454,2.2422879115109017e-16,4.645476757589288e-16,-0.29999999999999977,True,-6.0487326842643e-16,-8.291020595775201e-16,-5.0133508455729725e-16,0.0,-0.20710678118654735,-0.20710678118654735,-0.20710678118651582,528451.6728891217,57171.111596798844,0.005059039562460008,0.01981861194809758,3.5574011825190515,1.5711401517821164e-07,False,1.6654837397945118e-08,0.3065635298799225,0.7824584907159293,0.7824584907159293,0.028968080978392225,nan,102.18370721072203,nan,46.6,False,2.8239376269969005,22.467238478788556
HARD,26,1.0,0.0,0.0,0.06241521753691304,0.3364609100182326,0.25563860722427023,0.036460910018232595,True,0.3758030780426672,0.03934216802443463,0.03265987751793477,0.0,0.039672219213314874,0.06817126544240526,0.10953485500518384,0.0004075361122792365,0.32107351296353126,0.009741506698690179,0.01073551064517519,0.5590651095619957,4.7374935075812865e-08,True,1.4238570535364434e-08,0.041717626287556,0.041830199873210794,0.0,0.020328314392423875,0.002761521211439799,109.00916528967592,58.5,58.2,True,2.8239376269969005,22.467238478788556
WISE,26,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.43573319045605396,0.03685706290090851,0.035940113370003496,0.0,0.039672219213314874,0.11605356149303792,0.15701479021459727,1.3203477469385686e-05,0.2862636415079786,0.009682747482441755,0.010680087439415786,0.544948645364371,4.6539216818715326e-08,True,1.4219204485370173e-08,0.04098031188808352,0.04213561777011898,0.0,0.020309829969315657,0.002761521211439799,108.652942969783,58.65,58.5,True,2.8239376269969005,22.467238478788556
SCALAR,26,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.43573319045605396,0.03685706290090851,0.035940113370003496,0.0,0.039672219213314874,0.11605356149303792,0.15701479021459727,1.3203477469385686e-05,0.2862636415079786,0.009682747482441755,0.010680087439415786,0.544948645364371,4.6539216818715326e-08,True,1.4219204485370173e-08,0.04098031188808352,0.04213561777011898,0.0,0.020309829969315657,0.002761521211439799,108.652942969783,58.65,58.5,True,2.8239376269969005,22.467238478788556
RANDOM-FIBER,26,1.0,0.0,0.0,0.3988761275551457,-7.954423143705765e-17,4.645476757589288e-16,-0.30000000000000004,True,-5.062419139489432e-16,-4.2669768251188555e-16,-3.292770181606586e-16,0.0,-0.20710678118654763,-0.20710678118654763,-0.2071067811865157,376290.24756353564,36056.62320869328,0.005062961399791376,0.01990183330626338,3.7603215924383813,6.985555435057208e-08,False,6.052586794335781e-09,0.32552350874776015,0.7002452823736128,0.7002452823736128,0.02896808036411724,nan,102.59095887304247,nan,46.5,False,2.8239376269969005,22.467238478788556
PROD,27,1.0,0.0,0.0,0.3988761275551454,2.2422879115109017e-16,4.645476757589288e-16,-0.29999999999999977,True,-7.524630347189208e-16,-9.76691825870011e-16,-4.3590348344779706e-16,0.0,-0.20710678118654735,-0.20710678118654735,-0.20710678118651585,528451.6728891222,63975.198128285505,0.006892534087954274,0.02109473349693918,2.798334259727066,7.313888034807522e-07,False,1.3748587501032661e-08,0.2389637878142531,0.8044387761326219,0.8044387761326219,0.030946415682423362,nan,118.26210252450292,nan,46.7,False,2.4407812326343636,21.298936315472428
HARD,27,1.0,0.0,0.0,0.06241521753691304,0.3364609100182326,0.25563860722427023,0.036460910018232595,True,0.3755760977415483,0.039115187723315736,0.03242560436422058,0.0,0.039672219213314874,0.06817126544240526,0.11023574990837645,0.000410300363027845,0.2926132970110689,0.011112863777512406,0.01194112194096447,0.3472266223953767,7.313888034807522e-07,True,1.628020674460399e-08,0.036395521677790865,0.03759593811526535,0.0,0.021972090519553285,0.001063684527565556,126.07030443774754,59.1,58.85,True,2.4407812326343636,21.298936315472428
WISE,27,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.4354727780623814,0.03659665050723593,0.03395174731423022,0.0,0.039672219213314874,0.11605356149303792,0.1578412360984914,1.326445882844023e-05,0.26036285716578744,0.011051077804412026,0.011892578020855086,0.3180900448060653,7.313888034807522e-07,True,1.625750394974107e-08,0.03537116522800346,0.03812732368663213,0.0,0.0219505079843128,0.001063684527565556,125.62031004303346,59.25,59.1,True,2.4407812326343636,21.298936315472428
SCALAR,27,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.4354727780623814,0.03659665050723593,0.03395174731423022,0.0,0.039672219213314874,0.11605356149303792,0.1578412360984914,1.326445882844023e-05,0.26036285716578744,0.011051077804412026,0.011892578020855086,0.3180900448060653,7.313888034807522e-07,True,1.625750394974107e-08,0.03537116522800346,0.03812732368663213,0.0,0.0219505079843128,0.001063684527565556,125.62031004303346,59.25,59.1,True,2.4407812326343636,21.298936315472428
RANDOM-FIBER,27,1.0,0.0,0.0,0.3988761275551457,-7.954423143705765e-17,4.645476757589288e-16,-0.30000000000000004,True,-4.542097661177799e-16,-3.7466553468072225e-16,-3.171404377681124e-16,0.0,-0.20710678118654763,-0.20710678118654763,-0.20710678118651576,376292.9252759126,43445.763630071444,0.006895551485307219,0.02125108185107642,3.126821035521863,7.313888034807522e-07,False,6.327726340870645e-09,0.2701592531347786,0.7311076036270913,0.7311076036270913,0.030946414223198167,nan,118.54880880152218,nan,46.6,False,2.4407812326343636,21.298936315472428
PROD,28,1.0,0.0,0.0,0.3988761275551454,2.2422879115109017e-16,4.645476757589288e-16,-0.29999999999999977,True,-7.952828952243134e-16,-1.0195116863754036e-15,-4.703133498970558e-16,0.0,-0.20710678118654735,-0.20710678118654735,-0.20710678118651582,528451.6728891219,89093.70715429608,0.0033347425491847896,0.02258909133761241,4.321459034072022,0.28038419402339454,False,1.226829582566529e-08,0.39148477249169805,0.821209692764372,0.821209692764372,0.03271269009170057,nan,138.0661705271148,nan,48.050000000000004,False,2.6400665006385866,20.321598674989108
HARD,28,1.0,0.0,0.0,0.06241521753691304,0.3364609100182326,0.25563860722427023,0.036460910018232595,True,0.37341034683471924,0.03694943681648666,0.02865769020704856,0.0,0.039672219213314874,0.06817126544240526,0.11125245758458542,0.00041263416189545493,0.5316395859727802,0.00820605227302709,0.013047517528099422,1.318741053961042,0.28038419402339454,True,1.2879023519595948e-08,0.08845263468481039,0.06323313955805426,0.0,0.022331943816518478,3.4784013250109,131.91082395120847,60.0,59.75,True,2.6400665006385866,20.321598674989108
WISE,28,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.4356671299375642,0.036791002382418725,0.036172134227541404,0.0,0.039672219213314874,0.11605356149303792,0.15943035245596368,1.276803350046879e-05,0.46342024188323255,0.008077761802646959,0.012963316763052145,1.2143170390316553,0.28038419402339454,True,1.2844732417896732e-08,0.08190877218549436,0.06446340146352436,0.0,0.022448212718963252,3.828401325010894,130.85078195867737,60.25,60.1,True,2.6400665006385866,20.321598674989108
SCALAR,28,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.4356671299375642,0.036791002382418725,0.036172134227541404,0.0,0.039672219213314874,0.11605356149303792,0.15943035245596368,1.276803350046879e-05,0.46342024188323255,0.008077761802646959,0.012963316763052145,1.2143170390316553,0.28038419402339454,True,1.2844732417896732e-08,0.08190877218549436,0.06446340146352436,0.0,0.022448212718963252,3.828401325010894,130.85078195867737,60.25,60.1,True,2.6400665006385866,20.321598674989108
RANDOM-FIBER,28,1.0,0.0,0.0,0.3988761275551457,-7.954423143705765e-17,4.645476757589288e-16,-0.30000000000000004,True,-4.433287824125049e-16,-3.6378455097544725e-16,-3.315648010306499e-16,0.0,-0.20710678118654763,-0.20710678118654763,-0.2071067811865157,376272.21367523354,72629.28799517557,0.0033364139174714472,0.023150154108163894,5.255493915114095,0.28038419402339454,False,4.091231181246774e-09,0.49280987275874794,0.7646911361145172,0.7646911361145172,0.03271270837744794,nan,139.0370175033237,nan,47.65,False,2.6400665006385866,20.321598674989108
PROD,29,1.0,0.0,0.0,0.3988761275551454,2.2422879115109017e-16,4.645476757589288e-16,-0.29999999999999977,True,-6.530808755828302e-16,-8.773096667339203e-16,-4.159541634740638e-16,0.0,-0.20710678118654735,-0.20710678118654735,-0.20710678118651585,528451.6728891225,47773.37038398865,0.007460796024595061,0.020822629305665367,3.9647262964670347,0.07834405722704746,False,2.2581271766002215e-08,0.34658719020053097,0.7718075339512631,0.7718075339512631,0.0328024035748606,nan,136.91481652498388,nan,48.5,False,2.6299192534730826,21.972764407447414
HARD,29,1.0,0.0,0.0,0.06241521753691304,0.3364609100182326,0.25563860722427023,0.036460910018232595,True,0.37436588100084245,0.037904970982609865,0.03034049613118617,0.0,0.039672219213314874,0.06817126544240526,0.11117395463547407,0.0004044014748914561,0.5383439546664096,0.010780140280908955,0.01046612175583347,1.2017390835449917,6.920333488013794e-08,True,1.4131284068789948e-08,0.08063319264569173,0.06919445481338449,0.0,0.022426967231786707,4.227235592552589,133.94334840057385,60.0,59.550000000000004,True,2.6299192534730826,21.972764407447414
WISE,29,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.43557499509332365,0.03669886753817819,0.036072671800868476,0.0,0.039672219213314874,0.11605356149303792,0.15921976357775122,1.2829988424834885e-05,0.473481414923412,0.010698279699336937,0.010371997509209231,1.2094387941429259,6.700569986242771e-08,True,1.4105319082350165e-08,0.0806298221042649,0.06888012647700326,0.0,0.022532008468046046,4.427235592552584,132.86291014503246,60.2,59.95,True,2.6299192534730826,21.972764407447414
SCALAR,29,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.43557499509332365,0.03669886753817819,0.036072671800868476,0.0,0.039672219213314874,0.11605356149303792,0.15921976357775122,1.2829988424834885e-05,0.473481414923412,0.010698279699336937,0.010371997509209231,1.2094387941429259,6.700569986242771e-08,True,1.4105319082350165e-08,0.0806298221042649,0.06888012647700326,0.0,0.022532008468046046,4.427235592552584,132.86291014503246,60.2,59.95,True,2.6299192534730826,21.972764407447414
RANDOM-FIBER,29,1.0,0.0,0.0,0.3988761275551457,-7.954423143705765e-17,4.645476757589288e-16,-0.30000000000000004,True,-4.539600804432332e-16,-3.7441584900617556e-16,-3.678667068282248e-16,0.0,-0.20710678118654763,-0.20710678118654763,-0.20710678118651576,376288.9296918678,26152.10317467804,0.00746330150220168,0.02065942759434182,3.6951736491171743,0.08059073461248772,False,6.63600938600389e-09,0.31662647087394663,0.6777900723025811,0.6777900723025811,0.032802393888854225,nan,136.99328541196084,nan,48.550000000000004,False,2.6299192534730826,21.972764407447414
PROD,30,1.0,0.0,0.0,0.3988761275551454,2.2422879115109017e-16,4.645476757589288e-16,-0.29999999999999977,True,-6.572238108089171e-16,-8.814526019600072e-16,-4.0932697769474613e-16,0.0,-0.20710678118654735,-0.20710678118654735,-0.20710678118651582,528451.672889122,50317.74862369113,0.0041005448852272555,0.020438171932542767,3.9939595443060885,0.059697506262902274,False,1.4899124812253855e-08,0.3506852757639753,0.759215595621067,0.759215595621067,0.032396891612486205,nan,131.719248586203,nan,47.75,False,2.7326541434635807,21.589574191760626
HARD,30,1.0,0.0,0.0,0.06241521753691304,0.3364609100182326,0.25563860722427023,0.036460910018232595,True,0.3754885715531453,0.039027661534912717,0.03213005453431955,0.0,0.039672219213314874,0.06817126544240526,0.11018480932401954,0.0004029398867299902,0.5515381620038604,0.008971643915174346,0.009751109549079028,1.3109024339511672,6.730158452950904e-08,True,1.3531120329039783e-08,0.08759910578047912,0.07070285132928666,0.0,0.02204902510041351,4.360425808239377,129.04025236069597,59.2,58.75,True,2.7326541434635807,21.589574191760626
WISE,30,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.4356249684589184,0.03674884090377295,0.03612184535546556,0.0,0.039672219213314874,0.11605356149303792,0.15809537400877308,1.2757358561502755e-05,0.4857775011069396,0.008871578950099757,0.009644301359713569,1.3115025524233077,6.516141287870124e-08,True,1.350404256145635e-08,0.08725339329237317,0.07051995300947855,0.0,0.022138639646468096,4.560425808239373,127.99904350456548,59.45,59.2,True,2.7326541434635807,21.589574191760626
SCALAR,30,1.0,0.0,0.0,1.6653345369377348e-16,0.39887612755514545,0.23112548393078608,0.09887612755514547,True,0.4356249684589184,0.03674884090377295,0.03612184535546556,0.0,0.039672219213314874,0.11605356149303792,0.15809537400877308,1.2757358561502755e-05,0.4857775011069396,0.008871578950099757,0.009644301359713569,1.3115025524233077,6.516141287870124e-08,True,1.350404256145635e-08,0.08725339329237317,0.07051995300947855,0.0,0.022138639646468096,4.560425808239373,127.99904350456548,59.45,59.2,True,2.7326541434635807,21.589574191760626
RANDOM-FIBER,30,1.0,0.0,0.0,0.3988761275551457,-7.954423143705765e-17,4.645476757589288e-16,-0.30000000000000004,True,-4.786535432158794e-16,-3.9910931177882175e-16,-3.242249503364077e-16,0.0,-0.20710678118654763,-0.20710678118654763,-0.2071067811865157,376275.49705070385,29258.18774810877,0.0041043624383489494,0.02036304734585462,3.875901911845996,0.06064538840070078,False,6.048616359271953e-09,0.33685736411694545,0.6707665322061082,0.6707665322061082,0.03239689056113094,nan,132.37807286232155,nan,47.800000000000004,False,2.7326541434635807,21.589574191760626
